N,n,MI
28,1,0.052083851
8,19,1.318735187
21,19,0.337655771
35,19,0.200877292
32,19,1.94897597
50,19,0.336770751
8,12,1.734484626
4,12,1.467001691
49,3,0.256351048
20,2,0.358858701
40,4,0.262889493
26,4,0.100490435
16,5,0.404608072
7,8,3.485068708
6,1,0.047721995
14,3,0.202930711
35,6,0.055516713
41,3,0.025694751
44,18,0.908545951
16,14,1.834471434
30,14,0.67879156
16,2,0.105948962
27,5,0.639440483
15,1,0.071044894
8,19,2.056936524
33,8,0.428267148
39,8,0.160757845
25,1,0.01618284
5,2,0.153366424
31,19,0.552895428
11,11,2.330430247
4,8,3.118776439
42,19,0.600108612
12,12,1.028560906
14,4,0.307989928
18,14,2.198885905
40,5,0.423096337
49,10,0.192686251
12,9,0.269318171
37,16,1.313691617
34,13,0.799208152
2,8,7.336876831
7,14,1.796935935
2,1,0.112759404
28,20,0.259183702
50,4,0.02165404
7,2,0.293008165
27,7,0.762586053
7,3,0.203891799
27,15,1.335244922
10,14,1.18104087
6,11,4.989737028
37,9,0.091716939
22,14,0.646287008
38,13,1.120736136
12,6,0.64330005
37,19,0.63795342
48,20,0.2842489
44,15,0.198855494
6,3,0.15620499
19,19,0.678175368
39,13,0.693940256
34,8,0.266986537
39,15,0.637823445
42,9,0.37196759
30,2,0.008748012
10,18,1.913030947
40,14,0.116589474
35,13,0.38275106
37,20,0.154287019
8,2,0.730553862
48,3,0.027604271
10,1,0.22997662
39,6,0.624928998
37,13,0.412229128
3,4,1.478053839
23,11,0.180242653
42,19,0.26835314
3,1,0.07980336
5,10,3.580675789
9,6,0.563370184
26,4,0.098139737
34,15,0.664768598
25,10,0.132612678
26,19,0.375996195
3,12,10.82162444
29,5,0.119959302
3,9,3.074056074
29,14,0.572312393
50,1,0.023943642
32,8,0.264969624
12,6,1.400474831
27,12,1.585962307
28,17,0.723030633
38,7,0.385378964
24,11,0.151488644
23,19,0.209600021
41,11,0.139687899
17,13,0.754642374
21,7,0.39780022
18,6,0.312337579
5,8,1.185993023
38,20,0.204853869
28,2,0.117808338
25,10,1.156464053
7,6,3.262395999
9,18,4.232508689
31,11,1.382300039
26,14,0.866918293
24,7,0.665792962
28,15,0.139849738
24,1,0.002804662
29,2,0.168814042
8,11,1.640764991
7,20,4.971600478
39,13,0.557135412
44,8,0.08213434
30,1,0.008156979
10,16,0.580880367
43,14,1.200964113
17,18,0.534565345
40,4,0.189841832
31,14,0.66104027
21,13,1.949172041
49,11,0.076053118
22,12,1.055685395
20,2,0.096027549
50,11,0.084982286
11,7,1.874587604
15,13,0.991867377
32,14,0.301812396
5,15,5.1881988
47,3,0.027784924
4,12,4.26227802
43,11,0.776826765
28,13,0.33068162
50,15,1.109572973
47,2,0.094962017
47,13,0.383482313
3,18,8.541890639
34,15,0.734526402
30,11,0.975048334
15,6,0.279059241
27,8,0.116316619
20,13,1.739736042
25,13,0.336232187
10,9,1.819516601
12,15,2.404155594
8,1,0.276776418
3,13,13.1294649
19,2,0.111978303
20,14,0.280132096
23,15,0.707998631
33,14,0.231656897
6,13,4.027797668
27,1,0.113511458
14,13,0.411962189
37,20,0.237679668
24,12,0.928399683
27,15,0.373199057
42,5,0.346571742
28,3,0.084853807
4,10,1.041057073
28,7,0.129874114
11,20,4.498811062
38,3,0.057461146
22,4,0.277312752
21,13,2.356629046
37,7,0.224060869
26,13,0.230589743
38,8,0.153949153
15,13,2.570237598
24,7,0.350803547
32,7,0.179167614
5,15,5.188866907
33,20,0.810810578
10,11,0.64822621
26,20,1.577996868
30,2,0.013964573
41,6,0.116514748
4,2,0.867703486
38,12,0.780113915
10,6,0.760454544
5,1,0.050140119
36,10,0.175160172
30,4,0.043612564
10,12,2.283339966
47,13,0.2930513
5,17,7.258620675
8,13,2.971911877
39,8,0.131326199
38,3,0.019975723
3,19,5.911339767
22,3,0.109675893
20,3,0.132746089
25,18,2.062670433
2,2,3.559532338
17,15,0.270489638
43,20,0.6354125
48,8,0.502005184
21,9,0.357858807
48,4,0.038114094
11,20,1.446990551
32,15,1.011289015
21,2,0.078783458
19,12,0.675200656
48,6,0.239581482
21,4,0.160821188
23,14,0.891453532
15,1,0.162899403
44,10,0.207062317
22,12,1.637996358
7,10,4.739140443
19,20,0.553491296
5,20,8.054701344
12,8,0.378780398
23,10,1.045145016
28,10,0.118696182
21,15,3.33452673
7,13,0.706023229
10,11,2.297945744
9,10,0.378640733
40,18,0.976820895
7,18,1.33406655
6,7,1.214101354
6,16,5.008482125
49,20,1.234594906
24,10,0.630896044
9,7,2.219829801
16,11,1.575742657
30,13,0.233792259
32,20,0.915446755
3,9,4.637417791
14,10,0.137530027
23,5,0.27421107
15,13,2.021102156
22,18,1.92808113
10,7,1.4403775
38,13,0.359864999
21,14,1.246989601
9,5,0.574600025
5,15,2.138686534
15,12,0.861716753
28,4,0.185432596
19,13,2.112093217
10,9,0.52180633
26,13,0.692653444
32,4,0.204204966
26,1,0.015622348
37,6,0.066391534
45,16,0.561129334
8,1,0.075574696
33,6,0.230519842
42,4,0.108545753
7,12,4.191246548
17,8,0.36702802
7,15,1.232017018
10,17,1.95520576
36,14,0.168697135
9,14,2.917517527
29,1,0.050721245
10,15,1.598797185
45,3,0.348177749
41,10,0.647961633
45,17,0.174326114
17,6,0.541972295
12,4,0.777383995
17,5,0.377551839
28,14,1.793189605
40,9,0.685495537
41,16,0.943745026
18,17,2.45052993
6,6,2.119681095
33,2,0.186558937
34,3,0.346435086
20,4,0.690372697
11,7,0.572809571
26,18,0.294433471
36,2,0.035527525
17,10,0.63182248
5,15,3.278385422
13,6,0.57988474
5,8,0.70497584
29,15,0.194649436
42,3,0.125954079
15,5,0.296712476
19,6,0.152493828
17,8,0.632683885
23,17,0.340167422
20,12,1.5969192
11,20,1.511441591
8,9,4.403457257
33,2,0.093907782
23,4,0.077865509
30,6,0.170560217
38,1,0.047528134
41,6,0.124772287
28,7,0.816927072
25,14,2.568401339
3,13,7.16555784
37,10,0.289943316
37,6,0.478617848
43,14,0.948406229
12,5,1.059540815
22,12,0.718411423
9,18,2.226663708
39,18,0.292409384
25,6,0.691024839
36,8,0.13798257
29,15,0.297523199
3,19,3.872496897
43,20,0.27637824
42,4,0.284841012
4,2,1.787596588
46,1,0.014452612
44,11,0.134867119
21,13,0.195131639
12,5,0.93750625
42,2,0.027977041
9,7,0.007270126
15,17,2.298947617
48,15,0.203390059
46,20,0.180490743
38,9,1.063720096
40,11,0.057594425
10,12,1.950833625
48,8,0.26580256
38,10,0.55719695
26,17,1.047484466
2,17,35.12396644
16,13,1.15937014
47,1,0.06869736
44,14,0.723934471
46,17,1.478364424
20,2,0.408978658
10,5,0.095921747
49,3,0.295816597
31,11,1.102711982
26,17,0.767290506
15,16,0.112032571
34,17,0.3149174
20,1,0.023103088
19,20,0.723316245
9,13,2.439903757
18,3,0.103716227
30,11,0.564280074
12,6,0.181890047
50,8,0.736398911
29,18,1.014221116
50,17,0.101318778
12,7,0.988754941
16,16,2.158505726
43,4,0.066153695
31,18,0.371644317
8,1,0.256793087
14,12,2.144632579
24,14,1.168696636
42,16,0.601192741
45,20,0.787766704
29,18,1.329916212
12,7,0.724066081
13,1,0.013137442
11,13,1.712767441
17,5,0.159363277
10,17,2.870662071
46,12,0.259755427
29,10,1.111799802
19,14,2.004099544
46,15,0.690897549
26,18,0.330872194
44,17,0.247386898
47,6,0.033215765
31,10,0.332983205
34,18,0.954883591
8,15,4.877303723
16,3,0.562151954
29,7,0.518140786
6,9,1.328428149
6,7,4.012750837
18,14,0.385572567
5,13,2.01123896
6,17,1.747529268
17,2,0.103921067
26,6,0.563399265
37,4,0.08318306
37,3,0.043867311
11,9,0.747316863
24,11,0.880851554
31,4,0.161697662
27,13,0.29852617
17,12,0.441656821
45,16,0.275354853
48,7,0.201380268
16,8,1.280052987
5,8,3.931116625
17,8,0.223681515
37,18,0.137681554
21,20,1.666835169
20,9,0.514560437
7,11,2.2962231
25,4,0.421993049
33,10,0.097945136
39,2,0.132701417
43,7,0.264782225
9,12,2.060057647
4,14,2.188854709
9,20,1.735480996
3,11,5.234001502
30,14,0.267961382
48,10,0.888345026
44,12,1.007111094
38,19,1.032737329
27,19,0.441714536
4,17,4.96072077
24,4,0.058113272
6,9,5.004389106
4,2,0.62075475
7,1,0.0443849
36,15,0.263857364
18,1,0.019157231
8,7,2.38233056
25,20,1.398471973
17,8,0.554650518
35,4,0.30911248
37,12,0.441212833
38,4,0.128954639
27,9,0.475562369
11,5,0.614120585
11,18,2.198320689
4,13,8.957311585
33,3,0.228679695
14,8,0.7624683
29,20,0.501748241
40,7,0.3521033
8,2,0.656707846
15,1,0.044055244
33,18,1.081494457
36,15,0.43095605
47,17,0.885431944
9,13,1.900554452
21,5,0.471949909
26,13,1.544045269
20,7,0.988500818
26,1,0.015276826
37,5,0.125700341
41,18,0.989439392
24,12,0.379770715
29,13,0.580966645
12,5,0.256919734
5,14,3.516853393
17,18,0.022188645
12,17,1.25231011
46,16,1.021686248
4,5,3.214940408
16,8,1.193373144
27,12,0.168917548
10,18,1.864791204
26,12,0.282535304
29,19,0.242694716
29,6,0.112969545
44,19,1.101242313
20,10,0.332582288
26,9,0.832878124
37,7,0.056833358
23,15,1.47826504
43,11,0.178940598
28,5,0.186141259
32,7,0.359885252
40,8,0.084620554
10,16,1.20720482
24,1,0.01812271
20,11,0.804194714
34,6,0.350501078
41,13,0.127763938
23,1,0.123238993
3,2,0.478240855
14,9,0.283685889
17,8,1.405769064
31,13,0.447972723
31,8,0.244153096
41,1,0.008254797
48,7,0.144864891
12,4,0.758356311
4,10,5.11073194
15,19,1.833775371
40,17,0.505816564
43,2,0.017998907
19,4,0.699061064
43,6,0.162115779
31,6,0.079659972
42,16,1.155379204
22,20,0.516074692
22,5,0.222681335
35,13,0.135434734
42,18,0.450482564
14,5,0.09411266
41,2,0.186268185
15,15,2.307113764
24,9,0.967643701
43,17,0.699631758
33,16,0.77227116
28,10,1.003840453
25,8,0.112816796
50,6,0.328236255
42,20,0.343990715
29,12,1.314849924
30,1,0.029552389
19,11,1.42868157
6,6,2.067207633
25,19,1.494646866
37,9,0.070337913
21,16,0.444852366
21,3,0.191113418
48,16,0.35974213
28,11,0.676754588
29,4,0.170491286
34,4,0.042817307
47,14,0.516417475
43,7,0.101757707
32,5,0.122016935
46,6,0.050243761
21,6,0.588204748
26,2,0.04504084
4,11,5.54224373
19,9,1.007716993
46,10,0.286725928
23,3,0.124538477
10,12,0.415805765
48,8,0.737605415
22,19,1.51376062
5,20,11.55963041
34,13,0.93719424
15,9,0.228754257
2,16,19.3509487
46,11,0.623142858
20,19,0.275581376
24,1,0.014589473
38,4,0.050000294
43,8,0.316723212
2,7,1.904153678
11,18,2.17760508
47,15,0.65642105
43,14,0.881723197
5,14,4.498926172
18,3,0.097533171
10,6,0.388313905
46,10,0.041568558
38,3,0.130376211
45,8,0.499103763
19,8,0.188228182
35,8,0.058120653
13,5,0.824392974
25,17,0.806857734
4,5,1.182293626
32,12,0.398900933
33,10,0.337838663
42,8,0.604569682
46,9,0.172889298
37,3,0.188274918
24,8,0.608062601
39,20,0.839726744
25,2,0.088217523
33,19,0.186787248
49,3,0.094728293
47,17,0.283393967
24,4,0.511073585
41,5,0.370015892
2,15,26.63131489
24,2,0.237967053
48,16,0.558818244
18,6,1.008588357
44,1,0.033233477
7,5,0.185282674
30,15,0.20581711
15,19,0.443442742
18,16,1.183494406
12,5,0.309712862
47,3,0.042139748
22,10,0.144192426
38,6,0.287459976
42,3,0.177031691
44,13,0.950719372
39,17,0.222742821
20,2,0.357740509
25,12,0.997427374
31,12,0.352644
22,2,0.102601688
20,19,0.520137147
43,14,0.966105923
48,14,0.096055507
39,20,0.359551122
31,13,0.227010899
22,2,0.105462468
9,2,0.112438316
43,3,0.055928856
30,11,0.785285621
25,11,0.406386397
37,9,0.302320067
30,8,0.179461713
8,1,0.071093339
26,17,0.607055451
4,7,1.573600814
40,8,0.331927975
19,5,0.05972625
43,4,0.129943582
37,11,0.358339953
20,15,1.990737998
13,11,0.684339618
22,12,0.491979716
42,15,0.169223161
47,14,0.189332689
14,5,0.234479801
22,20,2.289410421
16,1,0.166508855
49,16,0.402330874
32,9,0.136274146
42,7,0.179546549
18,10,0.340265434
29,18,1.266848278
38,17,0.536637283
13,18,3.002594095
49,8,0.54380374
44,3,0.086915621
34,15,0.259355621
14,17,0.922305732
33,14,0.46542409
49,3,0.013611867
21,16,0.968206349
33,1,0.02847894
36,20,1.060327677
27,1,0.174393954
27,8,0.274914064
34,13,0.200030298
27,14,0.392404074
27,8,0.644733615
35,16,0.243264729
38,10,0.066910987
2,18,18.73097975
7,17,3.030016197
29,6,0.134531294
9,3,1.286917559
46,17,0.137416381
26,6,0.75629372
23,8,0.519653594
38,8,0.052083142
15,16,0.630475718
36,9,0.243926683
10,7,3.147592876
25,18,1.373611807
20,13,1.869014347
26,3,0.436563451
4,16,3.807053376
27,20,1.880251842
33,13,0.979800811
23,10,1.305023819
7,5,0.782375724
34,9,0.376168411
18,5,0.249212091
46,4,0.044168913
17,4,0.350034899
37,14,0.29130136
26,11,1.122523063
32,10,1.072196173
37,15,1.917275915
31,9,0.174526158
21,10,0.761441652
14,7,0.116008332
15,15,1.327066207
6,10,3.701399374
13,9,0.601308238
38,8,0.435100909
45,16,0.884531901
26,1,0.077543952
40,13,0.775247132
29,8,0.483516811
8,17,1.158084491
48,18,0.965228765
30,20,0.911106922
4,3,1.123367728
41,10,0.235765492
35,5,0.17433702
43,11,0.1942358
23,4,0.130674614
33,17,0.464904249
4,12,8.020107715
29,5,0.333933917
49,14,1.336490232
49,18,0.319210008
16,14,0.616584075
29,5,0.094375328
50,20,1.134380563
29,10,0.131475538
43,19,0.363519609
49,17,0.893658954
37,6,0.368385247
39,7,0.394148474
44,13,0.475767533
4,6,1.493874545
23,7,0.496013812
8,15,3.534760743
20,18,0.981493827
45,7,0.16982327
48,18,0.835451797
37,16,0.652618832
33,8,0.862987877
46,10,0.182350065
44,8,0.045605106
23,5,0.342746303
45,4,0.018671667
49,11,0.869496213
48,18,0.578354628
16,11,1.277211019
39,15,0.890478316
16,10,0.491996862
32,16,1.065642363
50,12,0.279842573
22,7,0.415645432
42,7,0.337821057
25,15,0.479735805
43,8,0.143564314
29,2,0.115372928
23,19,1.831403439
23,12,0.545077796
46,10,0.258847751
8,6,1.853101335
19,20,1.600473891
50,16,0.118007453
46,14,0.638024736
20,17,2.167109352
13,16,0.959427651
18,17,1.413979824
31,2,0.076612788
40,19,0.267246572
13,17,0.911230889
18,11,0.721470165
21,9,1.339494538
26,18,1.447990547
37,10,0.351558838
2,15,15.99802049
16,13,0.55588371
18,8,0.110168774
44,7,0.335902364
44,6,0.058273649
23,16,1.657474907
10,20,3.122292223
2,4,2.415247074
27,13,0.600384258
45,19,0.787447191
9,11,3.331538911
23,8,0.178366934
48,9,0.31737358
4,9,1.146540447
7,1,0.477673998
28,19,1.930176544
21,2,0.03591211
21,20,0.985256898
36,5,0.354693648
36,5,0.16592244
21,10,0.271484864
21,15,0.936685823
7,6,0.09342456
32,16,0.299965767
24,8,0.396025503
14,6,0.189445697
50,4,0.16058807
36,7,0.429940162
21,1,0.005942064
6,4,0.952039216
16,10,1.7115577
13,8,1.640366522
34,4,0.263286649
39,14,1.645646411
45,17,0.8842148
36,18,0.472927707
15,16,0.667135657
13,20,0.973410319
16,4,0.13324281
33,16,0.318778085
13,4,0.142527363
19,3,0.162742293
42,10,0.722545933
19,7,0.272265968
48,10,0.100530966
16,13,1.192622837
13,4,0.590867545
8,10,1.268785637
39,9,0.352302573
43,20,0.876357513
20,1,0.384741081
19,1,0.141605897
18,11,0.324520302
19,11,1.177757643
17,1,0.085164421
24,14,0.089208073
41,4,0.220250825
25,17,0.952017437
22,3,0.141783635
39,19,1.068101239
36,9,0.270237872
8,18,2.902273703
45,4,0.091388014
40,17,0.493969264
32,10,0.55033073
42,15,1.281518069
4,19,9.26648315
48,13,0.619599741
22,8,1.368998934
38,6,0.407592142
15,15,1.36793838
13,13,0.981301035
23,20,1.968221526
30,6,0.193186215
17,12,0.326378927
50,1,0.008479217
30,10,0.176204928
34,3,0.058011935
44,1,0.009763223
8,2,0.441823762
41,15,0.11193726
23,5,0.480618553
8,7,0.46387868
6,2,0.467915593
12,8,0.352450888
36,11,0.588063741
50,11,0.086842453
34,12,1.3782401
31,6,0.282729146
13,7,0.229997919
12,7,2.075329547
40,3,0.13765897
50,5,0.233975479
16,12,1.085088987
32,19,1.565280843
49,1,0.008888074
8,8,1.990562496
22,13,1.585493905
15,9,0.089322025
29,3,0.045304697
2,11,5.041296588
9,14,3.497015379
30,3,0.18994109
44,9,0.689657271
46,18,0.552327993
43,11,0.519284382
9,10,1.465808368
4,12,3.768315357
21,11,1.868674307
23,3,0.147177566
43,2,0.025128146
42,11,0.071338118
48,17,0.581574342
13,8,1.008709191
20,3,0.552211981
28,10,0.822714363
30,15,0.408184912
24,10,1.119917717
39,1,0.019170575
47,14,0.292281846
22,10,0.202603364
25,1,0.023852789
21,12,0.661755641
26,1,0.003525869
32,18,1.648251422
27,3,0.406220675
17,9,1.403375951
16,10,1.729194616
43,9,0.114816249
24,17,1.931066426
47,16,1.036592805
37,20,0.69925082
2,17,18.04738134
15,3,0.161412537
29,14,2.223539169
9,8,1.447860157
23,8,0.450805054
47,18,0.092965578
31,3,0.303576632
27,6,0.836588254
15,11,1.218109576
41,17,0.45664343
50,17,0.933925106
7,6,0.749335759
42,1,0.013147025
29,16,0.543489182
24,20,2.563151185
30,4,0.542887052
14,18,0.346853266
36,12,0.57065458
9,7,0.320655769
50,13,0.100997388
20,8,0.209180757
42,4,0.229205137
4,14,8.002387481
40,14,0.610672886
22,18,2.877962238
12,1,0.029136423
23,5,0.153403356
22,17,0.493834383
32,2,0.004689357
6,6,0.903968206
41,10,0.505977574
25,4,0.242576703
2,14,15.06783026
34,9,0.385631953
32,9,0.125028753
7,16,2.79147797
35,9,0.653231362
7,12,1.474993021
21,9,0.485279541
16,13,0.32164335
20,6,0.081606108
46,10,0.104778779
27,13,0.365012374
50,11,0.702629331
7,11,2.838859596
41,1,0.149570977
11,19,2.035584932
11,10,1.525392634
47,9,0.654435677
13,19,0.544139706
4,1,0.131380846
12,9,1.256217532
11,4,0.133049669
36,8,0.048542352
7,3,1.584126868
45,3,0.049170725
33,8,0.132820104
44,9,0.355369479
35,11,0.275977918
15,14,2.584276403
5,8,0.539336162
2,2,0.379978952
29,14,0.38933701
2,14,9.894315002
37,18,0.270874132
46,4,0.117983449
48,5,0.360329151
18,5,0.196992942
29,16,1.780566704
44,5,0.311891136
22,11,0.542908935
46,12,0.243195419
50,6,0.373817771
27,3,0.092450098
20,2,0.032740843
46,15,0.588582009
41,8,0.531675921
46,15,0.621401005
38,13,1.263511079
36,6,0.094132286
25,7,0.711322777
42,1,0.043130498
38,13,0.792538621
15,10,0.224986434
34,2,0.105429104
42,4,0.428912767
34,6,0.062641984
15,12,1.071742906
25,1,0.053117757
3,14,10.65703476
5,5,0.398729731
25,3,0.346894021
28,20,0.731173741
2,17,16.5446804
35,17,1.484047052
44,10,0.498366914
25,10,0.735076884
21,12,1.080318971
2,9,1.016361184
17,3,0.639102641
17,6,1.395906285
14,11,1.402376624
20,20,3.781869751
47,5,0.463797392
14,9,1.018040506
34,8,0.574361938
12,19,4.289196196
19,19,1.627160398
50,13,0.158858889
7,1,0.252028355
31,19,1.118887815
27,20,1.208862267
37,7,0.066908899
31,16,0.582505375
50,17,0.509621001
49,9,0.456990676
32,10,0.503777438
43,12,0.174945577
7,5,0.867329481
45,14,0.941752789
15,17,4.135695256
39,11,0.111455011
32,8,0.386050185
6,17,3.38192329
36,5,0.22964049
13,7,1.510329664
24,10,0.431631454
26,7,0.110906904
10,14,2.650251185
40,20,0.773622486
27,6,0.52734058
45,15,0.073807124
38,4,0.031200174
3,20,4.773598055
38,18,0.687565818
34,3,0.022246909
35,15,0.329649223
8,15,1.436186157
33,5,0.057961957
50,15,0.12690993
17,15,1.922000772
31,19,0.871082251
8,3,1.235144046
48,1,0.009521791
35,4,0.136450182
39,1,0.032184315
6,10,1.826300035
13,3,0.571254037
2,14,24.54173683
14,19,2.169782133
13,2,0.097893601
49,8,0.25698729
42,19,1.121309486
12,12,0.412689787
10,3,0.151628602
3,3,2.603896533
6,9,3.773359847
35,10,0.580343648
2,16,17.63607242
47,3,0.01465721
31,4,0.272942303
9,3,0.309440146
47,6,0.053792429
37,19,0.278258447
25,18,0.302880509
24,9,1.02553723
23,16,0.573873346
23,2,0.09062668
29,16,4.252556785
25,13,0.223877115
17,18,1.767566101
25,7,0.121502142
42,12,0.547612795
23,10,1.650119549
40,20,0.314402428
9,1,0.209367158
30,11,0.749038584
5,2,0.314350822
6,11,2.024136227
27,4,0.250708591
22,2,0.029924161
5,3,0.329874491
30,18,0.646489092
42,13,0.068388324
4,10,5.587242709
48,8,0.174705951
50,14,0.201487232
26,3,0.07689917
30,16,1.90786165
18,14,0.423439053
37,19,1.063218232
36,14,0.162455818
25,11,0.989684766
49,12,0.466597606
21,7,0.255010505
48,9,0.271607323
14,19,2.018216466
39,1,0.017936456
12,4,1.410913107
19,2,0.115511519
33,9,0.155314878
42,12,0.261859402
47,16,0.211176324
42,17,0.902271759
26,9,0.4541054
7,16,4.147385418
12,7,1.5179898
18,19,3.100134271
27,13,1.143020601
16,14,1.204058617
19,12,2.040763495
30,9,0.105982987
40,9,0.39731963
23,14,0.334978967
12,18,3.084080283
22,3,0.015610054
21,20,0.470070483
38,4,0.029596715
31,15,0.657211866
16,18,1.312016235
48,16,0.361448799
50,17,0.513514034
33,10,0.212660662
18,6,0.174576539
17,4,0.171242438
25,2,0.378503505
10,4,0.300544062
10,4,0.163662658
29,20,0.2238358
32,3,0.016577393
24,9,0.722158878
4,2,1.816283198
30,12,1.851473978
5,10,1.618378714
20,18,2.133977852
25,19,0.168887453
50,6,0.182433294
43,16,1.084681865
29,6,0.497232526
29,4,0.205168208
2,18,15.67894706
23,18,1.091383042
6,9,1.973769464
4,16,0.873413962
43,11,0.198639584
40,9,0.347748622
29,11,1.021524224
50,3,0.029501004
19,13,1.209908921
30,3,0.117725893
22,3,0.249652269
29,13,1.064958222
36,2,0.028887508
39,7,0.211160425
15,11,0.571732487
14,18,2.703541544
45,11,0.392831833
45,5,0.406290304
6,9,3.860742956
27,14,0.629045555
16,12,1.566367883
4,5,3.289583666
22,11,1.066186927
22,6,0.045014719
7,20,3.248665249
29,9,0.106656952
23,12,0.218114099
34,20,0.785546176
6,14,1.575166985
43,14,0.614878145
33,1,0.004783455
26,19,0.559004403
5,5,0.807929246
43,11,0.456841777
24,4,0.537205525
8,2,0.714324922
37,19,0.168103947
32,19,0.196921851
12,17,2.58398207
6,1,0.682946106
49,1,0.003228543
26,11,0.509728402
9,1,0.507833323
33,1,0.004019595
13,16,0.302678231
32,9,0.101337828
14,1,0.031519584
10,18,0.495650818
32,14,1.263777608
15,10,1.208171012
9,8,2.162036907
37,1,0.012363605
34,17,1.113937476
41,17,1.059969923
34,3,0.276109375
9,15,0.666465438
34,5,0.094163401
42,12,0.329354743
42,10,0.733718282
6,7,3.679470147
49,8,0.053296938
11,16,5.115878394
17,20,2.940525503
23,18,0.425354977
47,10,0.57802331
48,17,1.14553303
48,11,0.09502677
31,1,0.095185056
30,15,0.184472106
9,14,2.809490772
31,6,0.404117412
27,5,0.055862254
48,1,0.015258135
21,12,0.939503422
43,15,0.081412023
41,4,0.128535031
18,18,0.638685888
2,20,52.44301471
26,2,0.046534312
16,9,1.013269516
37,12,0.067062452
41,2,0.01408198
16,15,1.730524005
27,12,0.214269503
21,7,1.04186151
32,19,0.353056072
13,11,0.91155176
40,16,1.085075767
45,16,0.225317629
38,17,0.248493272
9,2,0.078255588
30,7,0.146599387
40,13,0.142615225
28,9,0.419371589
38,17,0.115809857
12,18,2.930590695
46,7,0.055479005
